work_order_id,asset_id,asset_type,maintenance_type,work_order_status,start_datetime,end_datetime,work_order_description
WO-100321,P-501,Pump,Inspection,Completed,2023-05-25 08:00,2023-05-25 12:00,Inspected internals and verified clearances against OEM specifications. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100322,TR-701,Transformer,Preventive Maintenance,Completed,2023-05-30 06:00,2023-05-30 14:00,Maintenance activity completed as planned. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100323,ST-201,Steam Turbine,Inspection,Completed,2023-06-04 07:00,2023-06-04 11:00,Performed visual and borescope inspection of critical components. Equipment efficiency significantly reduced; corrective action required. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100324,GT-102,Gas Turbine,Cleaning,Completed,2023-06-09 09:00,2023-06-09 11:00,Completed chemical cleaning to remove deposits and restore efficiency. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100325,GT-101,Gas Turbine,Seal Replacement,Completed,2023-06-14 07:00,2023-06-15 07:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100326,ST-201,Steam Turbine,Overhaul,Completed,2023-06-19 07:00,2023-06-19 23:00,"Major overhaul completed including disassembly, inspection, and rebuild. Abnormal vibration and temperature excursions noted prior to shutdown. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100327,GT-101,Gas Turbine,Bearing Replacement,Completed,2023-06-24 06:00,2023-06-24 08:00,Maintenance activity completed as planned. Severe degradation observed with clear impact to performance. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100328,HX-402,Heat Exchanger,Cleaning,Completed,2023-06-29 07:00,2023-06-30 07:00,Mechanical cleaning performed; heavy deposits removed from surfaces. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100329,ST-201,Steam Turbine,Seal Replacement,Completed,2023-07-04 10:00,2023-07-04 14:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100330,HX-402,Heat Exchanger,Calibration,Completed,2023-07-09 06:00,2023-07-09 08:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100331,GT-101,Gas Turbine,Corrective Repair,Completed,2023-07-14 07:00,2023-07-15 07:00,Corrected fault discovered during operation. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100332,GT-102,Gas Turbine,Cleaning,Completed,2023-07-19 11:00,2023-07-19 15:00,Mechanical cleaning performed; heavy deposits removed from surfaces. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100333,HX-402,Heat Exchanger,Calibration,Completed,2023-07-24 11:00,2023-07-24 15:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100334,P-501,Pump,Bearing Replacement,Completed,2023-07-29 06:00,2023-07-29 10:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100335,GT-102,Gas Turbine,Corrective Repair,Completed,2023-08-03 06:00,2023-08-03 14:00,Corrected fault discovered during operation. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100336,GT-102,Gas Turbine,Cleaning,Completed,2023-08-08 10:00,2023-08-09 02:00,"Completed chemical cleaning to remove deposits and restore efficiency. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100337,HX-401,Heat Exchanger,Cleaning,Completed,2023-08-13 07:00,2023-08-13 09:00,Mechanical cleaning performed; heavy deposits removed from surfaces. Equipment efficiency significantly reduced; corrective action required. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100338,GT-101,Gas Turbine,Cleaning,Completed,2023-08-18 06:00,2023-08-18 22:00,"Mechanical cleaning performed; heavy deposits removed from surfaces. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100339,TR-701,Transformer,Calibration,Completed,2023-08-23 09:00,2023-08-23 13:00,Maintenance activity completed as planned. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100340,CT-601,Cooling Tower,Cleaning,Completed,2023-08-28 09:00,2023-08-28 11:00,"Mechanical cleaning performed; heavy deposits removed from surfaces. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100341,GT-101,Gas Turbine,Corrective Repair,Completed,2023-09-02 10:00,2023-09-02 18:00,Repaired identified defect and returned unit to service. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100342,CT-601,Cooling Tower,Corrective Repair,Completed,2023-09-07 09:00,2023-09-08 09:00,Repaired identified defect and returned unit to service. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100343,TR-701,Transformer,Calibration,Completed,2023-09-12 08:00,2023-09-12 12:00,Maintenance activity completed as planned. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100344,GT-101,Gas Turbine,Cleaning,Completed,2023-09-17 09:00,2023-09-17 11:00,Completed chemical cleaning to remove deposits and restore efficiency. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100345,GT-101,Gas Turbine,Bearing Replacement,Completed,2023-09-22 11:00,2023-09-22 19:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100346,HX-401,Heat Exchanger,Cleaning,Completed,2023-09-27 10:00,2023-09-27 18:00,Completed chemical cleaning to remove deposits and restore efficiency. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100347,HX-401,Heat Exchanger,Corrective Repair,Completed,2023-10-02 06:00,2023-10-02 10:00,Corrected fault discovered during operation. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100348,CT-601,Cooling Tower,Bearing Replacement,Completed,2023-10-07 07:00,2023-10-07 23:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100349,CT-601,Cooling Tower,Preventive Maintenance,Completed,2023-10-12 11:00,2023-10-13 11:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100350,GT-101,Gas Turbine,Preventive Maintenance,Completed,2023-10-17 10:00,2023-10-17 18:00,Maintenance activity completed as planned. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100351,ST-201,Steam Turbine,Inspection,Completed,2023-10-22 10:00,2023-10-22 14:00,Inspected internals and verified clearances against OEM specifications. Abnormal vibration and temperature excursions noted prior to shutdown. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100352,HX-401,Heat Exchanger,Bearing Replacement,Completed,2023-10-27 06:00,2023-10-27 08:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100353,GEN-301,Generator,Corrective Repair,Completed,2023-11-01 11:00,2023-11-01 13:00,Repaired identified defect and returned unit to service. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100354,P-501,Pump,Preventive Maintenance,Completed,2023-11-06 11:00,2023-11-06 13:00,"Maintenance activity completed as planned. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100355,HX-402,Heat Exchanger,Seal Replacement,Completed,2023-11-11 07:00,2023-11-11 15:00,"Maintenance activity completed as planned. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100356,GEN-301,Generator,Preventive Maintenance,Completed,2023-11-16 08:00,2023-11-17 08:00,Maintenance activity completed as planned. Moderate degradation observed with noticeable efficiency loss. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100357,GEN-301,Generator,Bearing Replacement,Completed,2023-11-21 11:00,2023-11-21 15:00,Maintenance activity completed as planned. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100358,GT-102,Gas Turbine,Bearing Replacement,Completed,2023-11-26 09:00,2023-11-26 11:00,Maintenance activity completed as planned. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100359,ST-201,Steam Turbine,Seal Replacement,Completed,2023-12-01 07:00,2023-12-01 11:00,Maintenance activity completed as planned. Vibration levels trending upward compared to baseline. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100360,GEN-301,Generator,Seal Replacement,Completed,2023-12-06 11:00,2023-12-06 15:00,Maintenance activity completed as planned. Equipment efficiency significantly reduced; corrective action required. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100361,GEN-301,Generator,Inspection,Completed,2023-12-11 08:00,2023-12-11 12:00,Inspected internals and verified clearances against OEM specifications. Slight vibration noted but below alarm thresholds. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100362,P-501,Pump,Bearing Replacement,Completed,2023-12-16 07:00,2023-12-16 11:00,Maintenance activity completed as planned. Thermal efficiency reduced; monitoring recommended. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
WO-100363,HX-401,Heat Exchanger,Cleaning,Completed,2023-12-21 06:00,2023-12-21 14:00,"Mechanical cleaning performed; heavy deposits removed from surfaces. Minor wear observed, no immediate operational impact. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100364,HX-402,Heat Exchanger,Overhaul,Completed,2023-12-26 07:00,2023-12-26 23:00,"Executed scheduled outage overhaul per maintenance strategy. Light fouling present, performance within acceptable limits. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service."
WO-100365,HX-402,Heat Exchanger,Calibration,Completed,2023-12-31 08:00,2023-12-31 16:00,Maintenance activity completed as planned. Severe degradation observed with clear impact to performance. Operator noted condition during routine rounds and confirmed with trend data. Post-maintenance checks completed and unit returned to service.
